起始城市,起始城市缩写,到达城市,到达城市缩写,公司,航班号,起飞机场,到达机场,起飞日期,起飞时间,起飞时间戳,到达日期,到达时间,到达时间戳,机型,价格,最大折扣,满载,当前人数
北京,BJS,哈尔滨,HRB,中国南方航空(集团)公司,CZ6220,首都国际机场,太平机场,2017/11/15,11:50,201711151150,2017/11/15,13:30,201711151330,320,3893,0.1,150,140
北京,BJS,哈尔滨,HRB,中国国际航空公司,CA1665,首都国际机场,太平机场,2017/11/20,13:55,201711201355,2017/11/20,15:40,201711201540,738,3021,0.5,150,144
北京,BJS,哈尔滨,HRB,大新华航空有限公司,CN7149,首都国际机场,太平机场,2017/12/12,14:55,201712121455,2017/12/12,16:40,201712121640,738,3318,0.2,110,103
北京,BJS,哈尔滨,HRB,中国国际航空公司,CA1611,首都国际机场,太平机场,2017/11/08,16:20,201711081620,2017/11/08,18:00,201711081800,JET,2689,0.13,190,182
北京,BJS,哈尔滨,HRB,中国国际航空公司,CA1621,首都国际机场,太平机场,2017/11/09,18:10,201711091810,2017/11/09,19:55,201711091955,JET,3578,0.04,270,267
北京,BJS,哈尔滨,HRB,中国国际航空公司,CA1639,首都国际机场,太平机场,2017/12/22,20:35,201712222035,2017/12/22,22:15,201712222215,738,2446,0.1,130,125
北京,BJS,哈尔滨,HRB,中国南方航空(集团)公司,CZ6202,首都国际机场,太平机场,2017/11/03,23:00,201711032300,2017/11/04,0:40,201711040040,319,1266,0.3,170,160
北京,BJS,哈尔滨,HRB,中国国际航空公司,CA1623,首都国际机场,太平机场,2017/11/21,12:55,201711211255,2017/11/21,14:35,201711211435,738,1900,0.4,260,256
北京,BJS,哈尔滨,HRB,中国国际航空公司,CA1643,首都国际机场,太平机场,2017/12/04,9:55,201712040955,2017/12/04,11:40,201712041140,738,2656,0.1,280,271
北京,BJS,哈尔滨,HRB,中国南方航空(集团)公司,CZ6267,首都国际机场,太平机场,2017/11/28,7:45,201711280745,2017/11/28,9:40,201711280940,320,2655,0.4,110,104
北京,BJS,哈尔滨,HRB,大新华航空有限公司,CN7129,首都国际机场,太平机场,2017/12/26,9:50,201712260950,2017/12/26,11:30,201712261130,738,1905,0.2,180,170
北京,BJS,哈尔滨,HRB,中国南方航空(集团)公司,CZ6279,首都国际机场,太平机场,2017/12/18,10:40,201712181040,2017/12/18,12:20,201712181220,319,2519,0.3,170,167
北京,BJS,海口,HAK,中国南方航空(集团)公司,CZ6720,首都国际机场,美兰机场,2017/12/05,8:50,201712050850,2017/12/05,12:35,201712051235,733,2872,0.2,110,101
北京,BJS,海口,HAK,中国南方航空(集团)公司,CZ3120,首都国际机场,美兰机场,2017/12/15,13:10,201712151310,2017/12/15,17:00,201712151700,321,1664,0.5,170,163
北京,BJS,海口,HAK,中国南方航空(集团)公司,CZ6158,首都国际机场,美兰机场,2017/11/05,21:10,201711052110,2017/11/06,0:50,201711060050,733,2303,0.2,200,190
北京,BJS,海口,HAK,中国南方航空(集团)公司,CZ6366,首都国际机场,美兰机场,2017/10/31,7:25,201710310725,2017/10/31,12:50,201710311250,733,3242,0.12,110,105
北京,BJS,海口,HAK,中国国际航空公司,CA1379,首都国际机场,美兰机场,2017/12/23,7:30,201712230730,2017/12/23,11:00,201712231100,JET,2966,0.1,180,170
北京,BJS,海口,HAK,上海航空公司,FM2911,南苑机场,美兰机场,2017/11/17,8:20,201711170820,2017/11/17,12:50,201711171250,737,2871,0.2,120,110
北京,BJS,海口,HAK,中国国际航空公司,CA1355,首都国际机场,美兰机场,2017/12/13,17:00,201712131700,2017/12/13,20:30,201712132030,JET,2630,0.5,150,140
北京,BJS,海拉尔,HLD,上海航空公司,FM2291,南苑机场,东山机场,2017/12/20,9:40,201712200940,2017/12/20,11:40,201712201140,738,2596,0.3,240,233
北京,BJS,海拉尔,HLD,中国国际航空公司,CA1131,首都国际机场,东山机场,2017/11/16,7:30,201711160730,2017/11/16,9:30,201711160930,733,2702,0.3,190,185
北京,BJS,杭州,HGH,上海航空公司,FM2287,南苑机场,萧山国际机场,2017/11/22,8:15,201711220815,2017/11/22,10:00,201711221000,738,2471,0.33,140,135
北京,BJS,杭州,HGH,中国南方航空(集团)公司,CZ5166,首都国际机场,萧山国际机场,2017/12/22,7:55,201712220755,2017/12/22,9:55,201712220955,737,2634,0.3,240,237
北京,BJS,杭州,HGH,中国南方航空(集团)公司,CZ5132,首都国际机场,萧山国际机场,2017/12/10,10:55,201712101055,2017/12/10,13:00,201712101300,320,2103,0,140,131
北京,BJS,杭州,HGH,中国国际航空公司,CA1509,首都国际机场,萧山国际机场,2017/11/05,8:00,201711050800,2017/11/05,10:00,201711051000,JET,1775,0.3,240,233
北京,BJS,杭州,HGH,中国国际航空公司,CA1702,首都国际机场,萧山国际机场,2017/11/28,11:00,201711281100,2017/11/28,12:55,201711281255,319,2262,0.2,250,244
北京,BJS,杭州,HGH,中国国际航空公司,CA966,首都国际机场,萧山国际机场,2017/11/10,9:00,201711100900,2017/11/10,11:00,201711101100,330,2349,0.1,300,290
北京,BJS,杭州,HGH,中国国际航空公司,CA1704,首都国际机场,萧山国际机场,2017/11/29,12:00,201711291200,2017/11/29,14:05,201711291405,319,2282,0.5,250,242
北京,BJS,杭州,HGH,中国国际航空公司,CA1595,首都国际机场,萧山国际机场,2017/12/01,9:00,201712010900,2017/12/01,11:00,201712011100,JET,1747,0.2,170,167
北京,BJS,杭州,HGH,中国南方航空(集团)公司,CZ5164,首都国际机场,萧山国际机场,2017/11/15,9:15,201711150915,2017/11/15,11:15,201711151115,320,3116,0.5,300,291
北京,BJS,杭州,HGH,中国国际航空公司,CA1712,首都国际机场,萧山国际机场,2017/12/03,13:00,201712031300,2017/12/03,14:55,201712031455,320,2447,0.02,200,191
北京,BJS,杭州,HGH,中国南方航空(集团)公司,CZ3905,首都国际机场,萧山国际机场,2017/11/28,9:10,201711280910,2017/11/28,11:10,201711281110,321,2082,0.2,180,174
北京,BJS,杭州,HGH,中国国际航空公司,CA1716,首都国际机场,萧山国际机场,2017/12/06,14:00,201712061400,2017/12/06,16:00,201712061600,321,2047,0.4,300,291
北京,BJS,杭州,HGH,中国南方航空(集团)公司,CZ6163,首都国际机场,萧山国际机场,2017/11/29,16:00,201711291600,2017/11/29,17:55,201711291755,321,2399,0.1,200,194
北京,BJS,杭州,HGH,中国国际航空公司,CA1563,首都国际机场,萧山国际机场,2017/12/08,15:00,201712081500,2017/12/08,17:00,201712081700,738,2142,0.3,270,262
北京,BJS,杭州,HGH,中国南方航空(集团)公司,CZ5168,首都国际机场,萧山国际机场,2017/11/28,15:15,201711281515,2017/11/28,17:15,201711281715,320,2770,0.46,220,212
北京,BJS,杭州,HGH,中国国际航空公司,CA1565,首都国际机场,萧山国际机场,2017/11/07,17:00,201711071700,2017/11/07,18:55,201711071855,JET,1948,0.2,140,132
北京,BJS,杭州,HGH,中国国际航空公司,CA1706,首都国际机场,萧山国际机场,2017/12/23,18:00,201712231800,2017/12/23,20:00,201712232000,319,2741,0,170,164
北京,BJS,杭州,HGH,中国国际航空公司,CA1547,首都国际机场,萧山国际机场,2017/11/02,16:00,201711021600,2017/11/02,18:00,201711021800,JET,2444,0.1,290,281
北京,BJS,杭州,HGH,中国国际航空公司,CA1710,首都国际机场,萧山国际机场,2017/11/07,19:00,201711071900,2017/11/07,21:00,201711072100,320,3454,0.42,210,203
北京,BJS,杭州,HGH,中国南方航空(集团)公司,CZ5162,首都国际机场,萧山国际机场,2017/11/16,22:00,201711162200,2017/11/16,23:55,201711162355,320,3185,0.4,150,143
北京,BJS,杭州,HGH,中国国际航空公司,CA1708,首都国际机场,萧山国际机场,2017/11/25,21:00,201711252100,2017/11/25,23:00,201711252300,319,2443,0.3,170,166
北京,BJS,合肥,HFE,中国国际航空公司,CA1543,首都国际机场,骆岗机场,2017/11/01,15:10,201711011510,2017/11/01,16:55,201711011655,JET,2941,0,110,105
北京,BJS,合肥,HFE,中国国际航空公司,CA1579,首都国际机场,骆岗机场,2017/11/14,17:05,201711141705,2017/11/14,18:50,201711141850,738,1376,0.5,260,256
北京,BJS,合肥,HFE,中国国际航空公司,CA1845,首都国际机场,骆岗机场,2017/12/24,20:05,201712242005,2017/12/24,21:50,201712242150,738,3405,0.4,200,193
北京,BJS,合肥,HFE,中国国际航空公司,CA1843,首都国际机场,骆岗机场,2017/11/19,12:30,201711191230,2017/11/19,14:15,201711191415,JET,2752,0.2,280,276
北京,BJS,合肥,HFE,中国国际航空公司,CA1835,首都国际机场,骆岗机场,2017/11/12,7:50,201711120750,2017/11/12,9:45,201711120945,JET,3233,0,250,243
北京,BJS,黑河,HEK,中国南方航空(集团)公司,CZ6657,首都国际机场,黑河机场,2017/11/22,7:35,201711220735,2017/11/22,11:00,201711221100,320,2785,0.1,130,123
北京,BJS,呼和浩特,HET,上海航空公司,FM2937,南苑机场,白塔机场,2017/11/12,12:40,201711121240,2017/11/12,13:25,201711121325,738,3653,0.4,100,96
北京,BJS,呼和浩特,HET,中国国际航空公司,CA1103,首都国际机场,白塔机场,2017/11/23,7:45,201711230745,2017/11/23,8:45,201711230845,738,3251,0.06,160,154
北京,BJS,呼和浩特,HET,中国国际航空公司,CA1111,首都国际机场,白塔机场,2017/11/13,11:25,201711131125,2017/11/13,12:30,201711131230,738,3260,0.2,180,171
北京,BJS,呼和浩特,HET,中国国际航空公司,CA1267,首都国际机场,白塔机场,2017/12/11,18:30,201712111830,2017/12/11,19:30,201712111930,738,3842,0.2,170,165
北京,BJS,呼和浩特,HET,中国南方航空(集团)公司,CZ6637,首都国际机场,白塔机场,2017/11/09,21:40,201711092140,2017/11/09,22:35,201711092235,738,2514,0.03,260,252
北京,BJS,呼和浩特,HET,中国国际航空公司,CA1113,首都国际机场,白塔机场,2017/11/29,19:25,201711291925,2017/11/29,20:25,201711292025,733,2013,0.4,240,232
北京,BJS,呼和浩特,HET,中国国际航空公司,CA1101,首都国际机场,白塔机场,2017/12/03,20:25,201712032025,2017/12/03,21:30,201712032130,JET,1680,0.1,290,282
北京,BJS,呼和浩特,HET,中国国际航空公司,CA1105,首都国际机场,白塔机场,2017/12/20,20:55,201712202055,2017/12/20,22:00,201712202200,JET,3051,0.18,270,260
北京,BJS,呼和浩特,HET,中国国际航空公司,CA1125,首都国际机场,白塔机场,2017/11/08,15:20,201711081520,2017/11/08,16:20,201711081620,JET,1897,0.3,200,190
北京,BJS,呼和浩特,HET,中国国际航空公司,CA1115,首都国际机场,白塔机场,2017/11/11,16:50,201711111650,2017/11/11,17:55,201711111755,738,2831,0.4,280,275
北京,BJS,黄山,TXN,中国国际航空公司,CA1551,首都国际机场,屯溪机场,2017/11/16,18:40,201711161840,2017/11/16,20:30,201711162030,738,3585,0.2,230,222
北京,BJS,台州,HYN,中国国际航空公司,CA1851,首都国际机场,黄岩机场,2017/11/16,13:35,201711161335,2017/11/16,15:45,201711161545,733,1942,0.4,120,110
北京,BJS,台州,HYN,中国国际航空公司,CA1869,首都国际机场,黄岩机场,2017/11/21,18:10,201711211810,2017/11/21,20:20,201711212020,733,2617,0,180,177
北京,BJS,台州,HYN,中国国际航空公司,CA1851,首都国际机场,黄岩机场,2017/11/18,13:35,201711181335,2017/11/18,15:45,201711181545,733,1917,0.4,280,276
北京,BJS,台州,HYN,中国国际航空公司,CA1869,首都国际机场,黄岩机场,2017/11/06,18:10,201711061810,2017/11/06,20:20,201711062020,733,1248,0.1,180,176
北京,BJS,济南,TNA,中国国际航空公司,CA1152,首都国际机场,遥墙机场,2017/11/17,9:40,201711170940,2017/11/17,10:30,201711171030,733,1910,0.1,150,146
北京,BJS,济南,TNA,中国国际航空公司,CA1156,首都国际机场,遥墙机场,2017/11/17,13:05,201711171305,2017/11/17,13:55,201711171355,733,2276,0.3,270,266
北京,BJS,济南,TNA,中国国际航空公司,CA1158,首都国际机场,遥墙机场,2017/12/05,19:00,201712051900,2017/12/05,19:50,201712051950,738,1557,0.11,150,142
北京,BJS,济南,TNA,中国国际航空公司,CA1160,首都国际机场,遥墙机场,2017/12/05,22:15,201712052215,2017/12/05,23:05,201712052305,738,2305,0.3,290,282
北京,BJS,佳木斯,JMU,中国国际航空公司,CA1691,首都国际机场,东郊机场,2017/12/19,8:10,201712190810,2017/12/19,10:10,201712191010,733,2725,0.25,220,214
北京,BJS,晋江,JJN,中国国际航空公司,CA1895,首都国际机场,泉州晋江机场,2017/11/20,10:45,201711201045,2017/11/20,13:20,201711201320,733,1449,0.1,290,283
北京,BJS,晋江,JJN,中国国际航空公司,CA1895,首都国际机场,泉州晋江机场,2017/11/08,10:45,201711081045,2017/11/08,13:20,201711081320,733,2136,0.4,220,217
北京,BJS,晋江,JJN,中国国际航空公司,CA1895,首都国际机场,泉州晋江机场,2017/11/08,10:45,201711081045,2017/11/08,13:20,201711081320,733,1716,0.5,220,215
北京,BJS,井冈山,JGS,中国国际航空公司,CA1805,首都国际机场,井冈山机场,2017/11/08,17:10,201711081710,2017/11/08,19:45,201711081945,733,1408,0.1,280,275
北京,BJS,景德镇,JDZ,中国国际航空公司,CA1887,首都国际机场,景德镇机场,2017/11/09,16:55,201711091655,2017/11/09,18:45,201711091845,733,3039,0.3,120,115
北京,BJS,九寨沟,JZH,四川航空股份有限公司,3U8894,首都国际机场,九黄机场,2017/11/06,19:15,201711061915,2017/11/06,21:40,201711062140,319,2258,0.3,270,264
北京,BJS,昆明,KMG,中国国际航空公司,CA1403,首都国际机场,巫家坝国际机场,2017/11/06,7:30,201711060730,2017/11/06,10:50,201711061050,757,2406,0.4,110,107
北京,BJS,昆明,KMG,中国国际航空公司,CA905,首都国际机场,巫家坝国际机场,2017/11/28,8:35,201711280835,2017/11/28,12:20,201711281220,73G,2164,0,270,262
北京,BJS,昆明,KMG,中国国际航空公司,CA4172,首都国际机场,巫家坝国际机场,2017/12/28,12:20,201712281220,2017/12/28,15:45,201712281545,738,2691,0.3,180,177
北京,BJS,昆明,KMG,中国南方航空(集团)公司,CZ6159,首都国际机场,巫家坝国际机场,2017/12/07,15:40,201712071540,2017/12/07,18:45,201712071845,321,2359,0.3,160,155
北京,BJS,昆明,KMG,中国国际航空公司,CA4170,首都国际机场,巫家坝国际机场,2017/11/06,14:05,201711061405,2017/11/06,17:20,201711061720,738,3485,0.1,220,216
北京,BJS,昆明,KMG,中国南方航空(集团)公司,CZ5058,首都国际机场,巫家坝国际机场,2017/12/18,16:20,201712181620,2017/12/18,19:25,201712181925,333,3299,0.1,110,102
北京,BJS,昆明,KMG,中国南方航空(集团)公司,CZ3901,首都国际机场,巫家坝国际机场,2017/11/23,9:10,201711230910,2017/11/23,12:35,201711231235,73G,2030,0,280,272
北京,BJS,昆明,KMG,中国南方航空(集团)公司,CZ5052,首都国际机场,巫家坝国际机场,2017/12/11,12:00,201712111200,2017/12/11,15:10,201712111510,763,2661,0.23,290,280
北京,BJS,昆明,KMG,中国南方航空(集团)公司,CZ5056,首都国际机场,巫家坝国际机场,2017/11/12,18:00,201711121800,2017/11/12,21:20,201711122120,733,1337,0.2,240,236
北京,BJS,昆明,KMG,中国国际航空公司,CA1431,首都国际机场,巫家坝国际机场,2017/11/17,16:05,201711171605,2017/11/17,19:30,201711171930,738,3667,0.3,150,145
北京,BJS,昆明,KMG,海航集团祥鹏航空公司,8L7165,首都国际机场,巫家坝国际机场,2017/12/07,8:35,201712070835,2017/12/07,11:55,201712071155,738,1708,0.4,100,95
北京,BJS,昆明,KMG,海航集团祥鹏航空公司,8L7111,首都国际机场,巫家坝国际机场,2017/12/14,15:30,201712141530,2017/12/14,19:00,201712141900,738,2454,0.1,190,180
北京,BJS,昆明,KMG,中国国际航空公司,CA4174,首都国际机场,巫家坝国际机场,2017/12/27,21:10,201712272110,2017/12/28,0:25,201712280025,738,1698,0.31,200,190
北京,BJS,昆明,KMG,中国南方航空(集团)公司,CZ5054,首都国际机场,巫家坝国际机场,2017/11/28,20:10,201711282010,2017/11/28,23:25,201711282325,763,2001,0.4,150,143
北京,BJS,昆明,KMG,四川航空股份有限公司,3U8838,首都国际机场,巫家坝国际机场,2017/12/09,19:00,201712091900,2017/12/09,23:15,201712092315,319,2121,0.21,260,251
北京,BJS,昆明,KMG,海航集团祥鹏航空公司,8L7637,首都国际机场,巫家坝国际机场,2017/11/03,19:05,201711031905,2017/11/03,22:20,201711032220,738,1039,0.3,230,227
北京,BJS,拉萨,LXA,中国国际航空公司,CA4112,首都国际机场,贡嘎机场,2017/11/01,9:00,201711010900,2017/11/01,14:55,201711011455,JET,2686,0.2,200,197
北京,BJS,兰州,LHW,中国国际航空公司,CA1221,首都国际机场,中川机场,2017/11/20,15:30,201711201530,2017/11/20,17:45,201711201745,738,2839,0.5,210,205
北京,BJS,兰州,LHW,中国国际航空公司,CA1271,首都国际机场,中川机场,2017/12/07,11:55,201712071155,2017/12/07,14:10,201712071410,738,1586,0.3,230,221
北京,BJS,兰州,LHW,中国国际航空公司,CA1277,首都国际机场,中川机场,2017/11/22,20:15,201711222015,2017/11/22,22:25,201711222225,738,1974,0.26,180,171
北京,BJS,兰州,LHW,中国国际航空公司,CA1273,首都国际机场,中川机场,2017/12/14,7:45,201712140745,2017/12/14,10:10,201712141010,738,1744,0.3,170,160
北京,BJS,连云港,LYG,上海航空公司,FM2911,南苑机场,白塔阜机场,2017/12/22,8:20,201712220820,2017/12/22,9:20,201712220920,737,2135,0.2,200,194
北京,BJS,临沂,LYI,上海航空公司,FM2269,南苑机场,临沂机场,2017/12/12,8:05,201712120805,2017/12/12,9:05,201712120905,738,2490,0.27,260,253
北京,BJS,柳州,LZH,中国国际航空公司,CA1859,首都国际机场,白莲机场,2017/12/21,10:55,201712211055,2017/12/21,14:10,201712211410,733,2727,0.45,210,204
北京,BJS,满洲里,NZH,上海航空公司,FM2935,南苑机场,满洲里机场,2017/12/15,16:20,201712151620,2017/12/15,18:30,201712151830,738,2836,0.32,230,224
北京,BJS,绵阳,MIG,中国国际航空公司,CA1455,首都国际机场,绵阳机场,2017/12/14,18:05,201712141805,2017/12/14,20:35,201712142035,JET,2232,0.5,150,143
北京,BJS,绵阳,MIG,中国国际航空公司,CA1451,首都国际机场,绵阳机场,2017/11/29,7:50,201711290750,2017/11/29,10:05,201711291005,738,2795,0.3,200,194
北京,BJS,南昌,KHN,中国国际航空公司,CA1581,首都国际机场,昌北机场,2017/11/16,19:20,201711161920,2017/11/16,21:35,201711162135,738,1162,0.5,260,255
北京,BJS,南昌,KHN,中国国际航空公司,CA1511,首都国际机场,昌北机场,2017/11/17,11:50,201711171150,2017/11/17,14:00,201711171400,738,1422,0,200,195
北京,BJS,南昌,KHN,大新华航空有限公司,CN7193,首都国际机场,昌北机场,2017/12/12,16:55,201712121655,2017/12/12,19:10,201712121910,738,3255,0,190,184
